Lease_ID,Property_ID,Tenant_Name,Suite,SF,Rent_PSF_Monthly,Annual_Rent,Escalation_Rate,Lease_Start,Lease_Expiration,Lease_Type
HRE-1173-P1-L4,HRE-1173-P1,"Rogers, Miller and Little",130,5836,2.07,144966,0.03,2024-07-24,2026-12-31,NNN
HRE-1173-P1-L5,HRE-1173-P1,Diaz Ltd,140,5978,2.7,193687,0.025,2024-07-24,2029-02-18,NNN
HRE-1173-P1-L6,HRE-1173-P1,"Mills, Martin and Castro",150,6255,2.01,150870,0.03,2024-07-24,2030-01-14,NNN
HRE-1174-P1-L1,HRE-1174-P1,Williams Inc,100,8014,3.72,357744,0.0,2024-07-24,2030-02-13,NNN
HRE-1174-P1-L2,HRE-1174-P1,"Johnson, Snyder and Baker",110,10296,2.97,366949,0.0,2024-07-24,2027-09-27,NNN
HRE-1174-P1-L3,HRE-1174-P1,Wells Group,120,7481,3.45,309713,0.03,2024-07-24,2030-07-13,NNN
HRE-1174-P1-L4,HRE-1174-P1,Carroll LLC,130,8784,3.05,321494,0.03,2024-07-24,2029-09-16,NNN
HRE-1175-P1-L1,HRE-1175-P1,Bell LLC,100,4539,2.34,127455,0.025,2024-07-24,2029-01-19,NNN
HRE-1175-P1-L2,HRE-1175-P1,Brown-Pope,110,4829,2.56,148346,0.03,2024-07-24,2028-06-23,NNN
HRE-1175-P1-L3,HRE-1175-P1,"Hansen, Ryan and Clements",120,5434,2.72,177365,0.02,2024-07-24,2028-03-25,NNN
HRE-1175-P1-L4,HRE-1175-P1,Orr PLC,130,5452,3.14,205431,0.02,2024-07-24,2028-01-25,NNN
HRE-1175-P1-L5,HRE-1175-P1,May and Sons,140,4286,2.27,116750,0.0,2024-07-24,2028-10-21,NNN
HRE-1175-P1-L6,HRE-1175-P1,"Patel, Williamson and Johnson",150,4418,3.3,174952,0.03,2024-07-24,2027-04-30,NNN
HRE-1175-P1-L7,HRE-1175-P1,"Stanley, Clay and Fowler",160,5639,2.48,167816,0.025,2024-07-24,2029-07-18,NNN
HRE-1175-P1-L8,HRE-1175-P1,"Blake, Nash and Mccoy",170,4461,3.95,211451,0.03,2024-07-24,2029-05-19,NNN
HRE-1176-P1-L1,HRE-1176-P1,Midwest Health Ops OpCo,Entire Facility,0,0.0,389396,0.02,2024-08-09,2035-06-03,Master Lease
HRE-1177-P1-L1,HRE-1177-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,988236,0.02,2023-11-09,2034-09-02,Master Lease
HRE-1177-P2-L1,HRE-1177-P2,Silver Care Partners OpCo,Entire Facility,0,0.0,109019,0.02,2023-11-09,2034-09-02,Master Lease
HRE-1177-P3-L1,HRE-1177-P3,Silver Care Partners OpCo,Entire Facility,0,0.0,61438,0.02,2023-11-09,2034-09-02,Master Lease
HRE-1177-P4-L1,HRE-1177-P4,Silver Care Partners OpCo,Entire Facility,0,0.0,437341,0.02,2023-11-09,2034-09-02,Master Lease
HRE-1177-P5-L1,HRE-1177-P5,Silver Care Partners OpCo,Entire Facility,0,0.0,39688,0.02,2023-11-09,2034-09-02,Master Lease
HRE-1177-P6-L1,HRE-1177-P6,Silver Care Partners OpCo,Entire Facility,0,0.0,1006094,0.02,2023-11-09,2034-09-02,Master Lease
HRE-1178-P1-L1,HRE-1178-P1,Contreras Ltd,100,7196,2.14,184793,0.025,2024-07-24,2026-06-04,NNN
HRE-1178-P1-L2,HRE-1178-P1,Cruz-Torres,110,8969,3.74,402528,0.02,2024-07-24,2028-05-24,NNN
HRE-1178-P1-L3,HRE-1178-P1,Hoffman PLC,120,8306,3.3,328917,0.02,2024-07-24,2027-08-28,NNN
HRE-1178-P1-L4,HRE-1178-P1,"Yang, Morris and Ward",130,8407,3.57,360155,0.0,2024-07-24,2029-01-19,NNN
HRE-1178-P1-L5,HRE-1178-P1,Davis-Clark,140,7386,3.41,302235,0.03,2024-07-24,2028-07-23,NNN
HRE-1178-P1-L6,HRE-1178-P1,Reed Ltd,150,9302,2.11,235526,0.025,2024-07-24,2026-12-31,NNN
HRE-1178-P1-L7,HRE-1178-P1,"Miller, Wallace and Michael",160,9661,3.75,434745,0.02,2024-07-24,2028-07-23,NNN
HRE-1179-P1-L1,HRE-1179-P1,Midwest Health Ops OpCo,Entire Facility,0,0.0,494748,0.02,2024-01-26,2034-11-19,Master Lease
HRE-1180-P1-L1,HRE-1180-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,1099624,0.02,2023-04-10,2034-02-01,Master Lease
HRE-1181-P1-L1,HRE-1181-P1,Thomas-West,100,1240,3.35,49848,0.0,2024-07-24,2028-04-24,NNN
HRE-1181-P1-L2,HRE-1181-P1,"Brown, Beltran and Conrad",110,1481,3.81,67711,0.0,2024-07-24,2029-11-15,NNN
HRE-1181-P1-L3,HRE-1181-P1,Thomas-Armstrong,120,1221,2.8,41025,0.02,2024-07-24,2027-07-29,NNN
HRE-1181-P1-L4,HRE-1181-P1,"Webster, Garcia and Maldonado",130,1148,2.62,36093,0.0,2024-07-24,2030-06-13,NNN
HRE-1181-P1-L5,HRE-1181-P1,Montes-Cook,140,1507,3.9,70527,0.03,2024-07-24,2026-12-01,NNN
HRE-1181-P1-L6,HRE-1181-P1,Young Inc,150,1442,3.41,59006,0.02,2024-07-24,2029-02-18,NNN
HRE-1181-P1-L7,HRE-1181-P1,Sawyer and Sons,160,1598,2.92,55993,0.02,2024-07-24,2027-08-28,NNN
HRE-1181-P2-L1,HRE-1181-P2,Walker-Miller,100,1832,2.6,57158,0.025,2024-07-24,2029-01-19,NNN
HRE-1181-P2-L2,HRE-1181-P2,Peterson-Jones,110,2577,2.54,78546,0.0,2024-07-24,2027-10-27,NNN
HRE-1181-P2-L3,HRE-1181-P2,Evans-Campbell,120,2352,2.93,82696,0.02,2024-07-24,2029-10-16,NNN
HRE-1181-P2-L4,HRE-1181-P2,Mendoza-Riddle,130,1961,2.37,55770,0.0,2024-07-24,2030-08-12,NNN
HRE-1181-P2-L5,HRE-1181-P2,Henry Ltd,140,2206,3.69,97681,0.03,2024-07-24,2027-08-28,NNN
HRE-1181-P2-L6,HRE-1181-P2,Jackson Group,150,2209,3.19,84560,0.0,2024-07-24,2027-04-30,NNN
HRE-1181-P3-L1,HRE-1181-P3,"Stewart, Stevens and Figueroa",100,8588,3.35,345237,0.025,2024-07-24,2029-07-18,NNN
HRE-1181-P3-L2,HRE-1181-P3,Baker Ltd,110,9192,2.86,315469,0.0,2024-07-24,2030-03-15,NNN
HRE-1181-P3-L3,HRE-1181-P3,Coleman-Johnson,120,9188,2.22,244768,0.02,2024-07-24,2026-12-01,NNN
HRE-1181-P3-L4,HRE-1181-P3,Hopkins-Taylor,130,7737,2.68,248821,0.03,2024-07-24,2029-09-16,NNN
HRE-1181-P3-L5,HRE-1181-P3,Roberts Ltd,140,7700,2.88,266112,0.0,2024-07-24,2027-08-28,NNN
HRE-1181-P4-L1,HRE-1181-P4,Perez and Sons,100,9999,3.77,452354,0.02,2024-07-24,2027-10-27,NNN
HRE-1181-P4-L2,HRE-1181-P4,Jacobs-Chandler,110,9845,2.19,258726,0.0,2024-07-24,2030-04-14,NNN
HRE-1181-P4-L3,HRE-1181-P4,"Robinson, Lee and Price",120,9828,2.45,288943,0.02,2024-07-24,2027-05-30,NNN
HRE-1181-P4-L4,HRE-1181-P4,"King, Smith and Burton",130,8078,2.45,237493,0.025,2024-07-24,2030-06-13,NNN
HRE-1181-P4-L5,HRE-1181-P4,Lewis-Steele,140,8343,2.85,285330,0.025,2024-07-24,2028-03-25,NNN
HRE-1181-P4-L6,HRE-1181-P4,Smith LLC,150,9484,2.72,309557,0.02,2024-07-24,2029-01-19,NNN
HRE-1181-P4-L7,HRE-1181-P4,"Smith, Gibson and Woodard",160,7659,3.8,349250,0.02,2024-07-24,2027-05-30,NNN
HRE-1181-P4-L8,HRE-1181-P4,Crawford Group,170,8670,3.16,328766,0.02,2024-07-24,2026-06-04,NNN
HRE-1182-P1-L1,HRE-1182-P1,Shelton-Dennis,100,12108,3.51,509988,0.03,2024-07-24,2029-07-18,NNN
HRE-1182-P1-L2,HRE-1182-P1,"Wall, Mcdaniel and Nelson",110,11916,2.05,293133,0.03,2024-07-24,2028-08-22,NNN
HRE-1182-P1-L3,HRE-1182-P1,"Scott, Bass and Castro",120,11385,3.21,438550,0.02,2024-07-24,2028-06-23,NNN
HRE-1182-P1-L4,HRE-1182-P1,"Ramirez, Jones and Hoffman",130,14461,3.84,666362,0.025,2024-07-24,2028-10-21,NNN
HRE-1182-P1-L5,HRE-1182-P1,Mercado-Tanner,140,11009,3.56,470304,0.02,2024-07-24,2029-02-18,NNN
HRE-1182-P2-L1,HRE-1182-P2,"Kim, Smith and Garcia",100,647,2.67,20729,0.03,2024-07-24,2027-07-29,NNN
HRE-1182-P2-L2,HRE-1182-P2,Robertson-Jones,110,640,3.23,24806,0.025,2024-07-24,2027-08-28,NNN
HRE-1182-P2-L3,HRE-1182-P2,"Garcia, Garza and Hawkins",120,622,2.89,21570,0.03,2024-07-24,2026-07-04,NNN
HRE-1182-P2-L4,HRE-1182-P2,"Baker, Patterson and Riggs",130,671,2.51,20210,0.025,2024-07-24,2030-02-13,NNN
HRE-1182-P2-L5,HRE-1182-P2,Carroll-Green,140,581,2.37,16523,0.03,2024-07-24,2030-03-15,NNN
HRE-1182-P3-L1,HRE-1182-P3,"Ward, Munoz and Adams",100,3318,3.32,132189,0.02,2024-07-24,2030-04-14,NNN
HRE-1182-P3-L2,HRE-1182-P3,Vega Inc,110,2352,2.25,63504,0.02,2024-07-24,2027-04-30,NNN
HRE-1182-P3-L3,HRE-1182-P3,Martinez-Brandt,120,3067,2.62,96426,0.0,2024-07-24,2026-10-02,NNN
HRE-1182-P4-L1,HRE-1182-P4,Mcbride LLC,100,3765,3.34,150901,0.02,2024-07-24,2026-12-31,NNN
HRE-1182-P4-L2,HRE-1182-P4,Thompson-Hopkins,110,3678,3.11,137262,0.02,2024-07-24,2027-08-28,NNN
HRE-1182-P4-L3,HRE-1182-P4,"Thompson, Donaldson and Parrish",120,3826,2.75,126258,0.03,2024-07-24,2030-02-13,NNN
HRE-1182-P4-L4,HRE-1182-P4,"Fleming, Wood and House",130,4572,2.3,126187,0.03,2024-07-24,2026-10-02,NNN
HRE-1182-P5-L1,HRE-1182-P5,Hanson-Rodriguez,100,874,2.73,28632,0.03,2024-07-24,2029-04-19,NNN
HRE-1182-P5-L2,HRE-1182-P5,Collier-Roth,110,1270,2.03,30937,0.03,2024-07-24,2028-08-22,NNN
HRE-1182-P5-L3,HRE-1182-P5,"Williams, Clarke and Baird",120,910,3.29,35926,0.03,2024-07-24,2026-11-01,NNN
HRE-1182-P5-L4,HRE-1182-P5,Marshall-Parrish,130,1122,2.32,31236,0.0,2024-07-24,2030-06-13,NNN
HRE-1182-P5-L5,HRE-1182-P5,"Harrison, Carter and Mack",140,1176,2.7,38102,0.03,2024-07-24,2026-06-04,NNN
HRE-1182-P5-L6,HRE-1182-P5,"Mcintosh, Stone and Hill",150,1183,2.14,30379,0.03,2024-07-24,2030-03-15,NNN
HRE-1182-P5-L7,HRE-1182-P5,Myers Ltd,160,1274,2.83,43265,0.025,2024-07-24,2029-10-16,NNN
HRE-1182-P5-L8,HRE-1182-P5,Anderson-Howard,170,1285,3.89,59983,0.03,2024-07-24,2028-08-22,NNN
HRE-1182-P5-L9,HRE-1182-P5,Butler-Norris,180,1280,3.88,59596,0.0,2024-07-24,2028-05-24,NNN
HRE-1182-P6-L1,HRE-1182-P6,"Mcclain, Cooper and Miller",100,3754,3.74,168479,0.02,2024-07-24,2027-03-01,NNN
HRE-1182-P6-L2,HRE-1182-P6,"Brown, Blanchard and Jordan",110,3737,2.31,103589,0.02,2024-07-24,2028-03-25,NNN
HRE-1182-P6-L3,HRE-1182-P6,Reed and Sons,120,2836,2.68,91205,0.0,2024-07-24,2027-05-30,NNN
HRE-1182-P6-L4,HRE-1182-P6,Horne-Miranda,130,2792,2.03,68013,0.025,2024-07-24,2028-09-21,NNN
HRE-1182-P6-L5,HRE-1182-P6,Watts-Salas,140,3700,3.67,162948,0.03,2024-07-24,2028-02-24,NNN
HRE-1182-P7-L1,HRE-1182-P7,"Esparza, Miller and Floyd",100,3611,3.89,168561,0.02,2024-07-24,2029-09-16,NNN
HRE-1182-P7-L2,HRE-1182-P7,"Bennett, Costa and Holmes",110,3255,3.39,132413,0.0,2024-07-24,2030-05-14,NNN
HRE-1182-P7-L3,HRE-1182-P7,King Ltd,120,4199,3.01,151667,0.0,2024-07-24,2027-11-26,NNN
HRE-1182-P7-L4,HRE-1182-P7,Villarreal PLC,130,3553,2.66,113411,0.02,2024-07-24,2028-12-20,NNN
HRE-1182-P7-L5,HRE-1182-P7,"Ray, Stevens and Deleon",140,3491,3.5,146622,0.0,2024-07-24,2026-12-01,NNN
HRE-1182-P7-L6,HRE-1182-P7,Black-Davidson,150,2967,2.64,93994,0.03,2024-07-24,2027-08-28,NNN
HRE-1182-P7-L7,HRE-1182-P7,Young-Thomas,160,3409,2.48,101451,0.02,2024-07-24,2029-03-20,NNN
HRE-1182-P7-L8,HRE-1182-P7,"Collier, Sullivan and Hooper",170,3165,3.37,127992,0.025,2024-07-24,2030-10-11,NNN
HRE-1182-P8-L1,HRE-1182-P8,Nelson and Sons,100,5001,2.66,159631,0.0,2024-07-24,2028-08-22,NNN
HRE-1182-P8-L2,HRE-1182-P8,Taylor PLC,110,5509,3.88,256499,0.02,2024-07-24,2027-09-27,NNN
HRE-1182-P8-L3,HRE-1182-P8,"Franklin, Morales and Price",120,5009,2.03,122019,0.0,2024-07-24,2030-05-14,NNN
HRE-1183-P1-L1,HRE-1183-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,188549,0.02,2023-11-18,2034-09-11,Master Lease
HRE-1183-P2-L1,HRE-1183-P2,Apex Healthcare OpCo,Entire Facility,0,0.0,104008,0.02,2023-11-18,2034-09-11,Master Lease
HRE-1183-P3-L1,HRE-1183-P3,Apex Healthcare OpCo,Entire Facility,0,0.0,278556,0.02,2023-11-18,2034-09-11,Master Lease
HRE-1183-P4-L1,HRE-1183-P4,Apex Healthcare OpCo,Entire Facility,0,0.0,136946,0.02,2023-11-18,2034-09-11,Master Lease
HRE-1183-P5-L1,HRE-1183-P5,Apex Healthcare OpCo,Entire Facility,0,0.0,571650,0.02,2023-11-18,2034-09-11,Master Lease
HRE-1184-P1-L1,HRE-1184-P1,Beacon Capital OpCo,Entire Facility,0,0.0,717549,0.02,2024-02-24,2034-12-18,Master Lease
HRE-1185-P1-L1,HRE-1185-P1,Apex Healthcare OpCo,Entire Facility,0,0.0,1069975,0.02,2023-03-30,2034-01-21,Master Lease
HRE-1186-P1-L1,HRE-1186-P1,"Mccall, Terrell and Perkins",100,7210,2.28,197265,0.03,2024-07-24,2028-10-21,NNN
HRE-1186-P1-L2,HRE-1186-P1,"Dodson, Sanders and Fuller",110,5244,2.87,180603,0.03,2024-07-24,2030-07-13,NNN
HRE-1186-P1-L3,HRE-1186-P1,"Rivera, Vang and Preston",120,6002,2.41,173577,0.025,2024-07-24,2029-02-18,NNN
HRE-1186-P1-L4,HRE-1186-P1,"Rice, Winters and Hopkins",130,5958,2.51,179454,0.02,2024-07-24,2026-07-04,NNN
HRE-1186-P1-L5,HRE-1186-P1,Holt LLC,140,7431,2.23,198853,0.0,2024-07-24,2030-05-14,NNN
HRE-1186-P1-L6,HRE-1186-P1,Dean Group,150,6484,2.04,158728,0.03,2024-07-24,2028-08-22,NNN
HRE-1186-P1-L7,HRE-1186-P1,Gutierrez-Hernandez,160,5323,2.08,132862,0.0,2024-07-24,2027-12-26,NNN
HRE-1186-P1-L8,HRE-1186-P1,"Hayes, Hull and Morales",170,6998,2.14,179708,0.03,2024-07-24,2030-02-13,NNN
HRE-1186-P1-L9,HRE-1186-P1,Gonzales Group,180,6001,3.33,239799,0.02,2024-07-24,2028-11-20,NNN
HRE-1187-P1-L1,HRE-1187-P1,Beacon Capital OpCo,Entire Facility,0,0.0,413250,0.02,2024-03-26,2035-01-18,Master Lease
HRE-1187-P2-L1,HRE-1187-P2,Beacon Capital OpCo,Entire Facility,0,0.0,603606,0.02,2024-03-26,2035-01-18,Master Lease
HRE-1187-P3-L1,HRE-1187-P3,Beacon Capital OpCo,Entire Facility,0,0.0,390751,0.02,2024-03-26,2035-01-18,Master Lease
HRE-1187-P4-L1,HRE-1187-P4,Beacon Capital OpCo,Entire Facility,0,0.0,160783,0.02,2024-03-26,2035-01-18,Master Lease
HRE-1187-P5-L1,HRE-1187-P5,Beacon Capital OpCo,Entire Facility,0,0.0,804823,0.02,2024-03-26,2035-01-18,Master Lease
HRE-1187-P6-L1,HRE-1187-P6,Beacon Capital OpCo,Entire Facility,0,0.0,567190,0.02,2024-03-26,2035-01-18,Master Lease
HRE-1187-P7-L1,HRE-1187-P7,Beacon Capital OpCo,Entire Facility,0,0.0,595446,0.02,2024-03-26,2035-01-18,Master Lease
HRE-1188-P1-L1,HRE-1188-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,694595,0.02,2024-06-22,2035-04-16,Master Lease
HRE-1189-P1-L1,HRE-1189-P1,Patterson-Cordova,100,16941,3.81,774542,0.025,2024-07-24,2027-01-30,NNN
HRE-1189-P1-L2,HRE-1189-P1,"Lee, Hall and Roach",110,17012,3.55,724711,0.02,2024-07-24,2026-12-01,NNN
HRE-1189-P1-L3,HRE-1189-P1,Marquez-Graham,120,13184,3.33,526832,0.03,2024-07-24,2030-03-15,NNN
HRE-1189-P1-L4,HRE-1189-P1,Schroeder Ltd,130,13002,3.75,585090,0.0,2024-07-24,2029-09-16,NNN
HRE-1189-P1-L5,HRE-1189-P1,Hoffman Inc,140,13085,2.46,386269,0.0,2024-07-24,2028-11-20,NNN
HRE-1190-P1-L1,HRE-1190-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,1517772,0.02,2024-08-18,2035-06-12,Master Lease
HRE-1191-P1-L1,HRE-1191-P1,Silver Care Partners OpCo,Entire Facility,0,0.0,510691,0.02,2024-09-03,2035-06-28,Master Lease
HRE-1191-P2-L1,HRE-1191-P2,Silver Care Partners OpCo,Entire Facility,0,0.0,5974,0.02,2024-09-03,2035-06-28,Master Lease
HRE-1191-P3-L1,HRE-1191-P3,Silver Care Partners OpCo,Entire Facility,0,0.0,83252,0.02,2024-09-03,2035-06-28,Master Lease
HRE-1191-P4-L1,HRE-1191-P4,Silver Care Partners OpCo,Entire Facility,0,0.0,63682,0.02,2024-09-03,2035-06-28,Master Lease
HRE-1191-P5-L1,HRE-1191-P5,Silver Care Partners OpCo,Entire Facility,0,0.0,134694,0.02,2024-09-03,2035-06-28,Master Lease
HRE-1191-P6-L1,HRE-1191-P6,Silver Care Partners OpCo,Entire Facility,0,0.0,110729,0.02,2024-09-03,2035-06-28,Master Lease
HRE-1191-P7-L1,HRE-1191-P7,Silver Care Partners OpCo,Entire Facility,0,0.0,395177,0.02,2024-09-03,2035-06-28,Master Lease
HRE-1191-P8-L1,HRE-1191-P8,Silver Care Partners OpCo,Entire Facility,0,0.0,158049,0.02,2024-09-03,2035-06-28,Master Lease
HRE-1192-P1-L1,HRE-1192-P1,Mason Group,100,8284,2.78,276354,0.025,2024-07-24,2028-03-25,NNN
HRE-1192-P1-L2,HRE-1192-P1,Wall-Dyer,110,10290,2.76,340804,0.025,2024-07-24,2029-10-16,NNN
HRE-1192-P1-L3,HRE-1192-P1,Pierce Inc,120,8095,2.83,274906,0.025,2024-07-24,2030-06-13,NNN
HRE-1192-P1-L4,HRE-1192-P1,"Ramirez, Mendez and Chavez",130,7791,2.04,190723,0.03,2024-07-24,2028-06-23,NNN
HRE-1192-P1-L5,HRE-1192-P1,"Phillips, Harris and Smith",140,11037,2.14,283430,0.03,2024-07-24,2030-03-15,NNN
HRE-1193-P1-L1,HRE-1193-P1,"Martin, Mitchell and Thompson",100,8521,3.0,306756,0.025,2024-07-24,2029-03-20,NNN
HRE-1193-P1-L2,HRE-1193-P1,Jones-Fox,110,7959,2.01,191971,0.025,2024-07-24,2026-12-01,NNN
HRE-1193-P1-L3,HRE-1193-P1,"Long, Bonilla and Smith",120,9402,3.8,428731,0.02,2024-07-24,2030-08-12,NNN
HRE-1193-P1-L4,HRE-1193-P1,Obrien-Morris,130,8498,3.84,391587,0.0,2024-07-24,2029-08-17,NNN
HRE-1194-P1-L1,HRE-1194-P1,"Hale, Harrington and Estrada",100,1652,3.67,72754,0.025,2024-07-24,2029-10-16,NNN
HRE-1194-P1-L2,HRE-1194-P1,"Murphy, Vazquez and Bridges",110,1881,2.08,46949,0.0,2024-07-24,2029-11-15,NNN
HRE-1194-P1-L3,HRE-1194-P1,Davis LLC,120,1694,2.92,59357,0.02,2024-07-24,2027-03-01,NNN
HRE-1194-P1-L4,HRE-1194-P1,Harris-Wheeler,130,1839,2.52,55611,0.025,2024-07-24,2026-12-01,NNN
HRE-1194-P2-L1,HRE-1194-P2,"Wilson, Carr and Perez",100,2264,3.0,81504,0.02,2024-07-24,2026-07-04,NNN
HRE-1194-P2-L2,HRE-1194-P2,Parks-Gonzalez,110,2275,2.52,68796,0.0,2024-07-24,2026-06-04,NNN
HRE-1194-P2-L3,HRE-1194-P2,"Vazquez, Sims and Ramirez",120,1714,3.52,72399,0.025,2024-07-24,2028-03-25,NNN
HRE-1194-P2-L4,HRE-1194-P2,Byrd-Mathis,130,1747,3.0,62892,0.025,2024-07-24,2030-03-15,NNN
HRE-1194-P2-L5,HRE-1194-P2,"Dillon, Lopez and Nguyen",140,2013,2.69,64979,0.03,2024-07-24,2028-06-23,NNN
HRE-1194-P3-L1,HRE-1194-P3,"Farmer, Mcdonald and Miller",100,2474,2.95,87579,0.0,2024-07-24,2026-12-31,NNN
HRE-1194-P3-L2,HRE-1194-P3,"Brown, Miller and Larsen",110,2735,3.67,120449,0.0,2024-07-24,2030-05-14,NNN
HRE-1194-P3-L3,HRE-1194-P3,Hernandez-Mata,120,2287,2.18,59827,0.02,2024-07-24,2028-08-22,NNN
HRE-1194-P3-L4,HRE-1194-P3,"Smith, Perez and Schneider",130,2926,3.14,110251,0.025,2024-07-24,2030-10-11,NNN
HRE-1194-P3-L5,HRE-1194-P3,Hudson-Phillips,140,2208,2.71,71804,0.025,2024-07-24,2027-03-01,NNN
HRE-1194-P3-L6,HRE-1194-P3,"Schultz, Oconnor and Bolton",150,2599,2.26,70484,0.02,2024-07-24,2028-11-20,NNN
HRE-1194-P3-L7,HRE-1194-P3,"Gonzales, May and Perry",160,2742,2.58,84892,0.03,2024-07-24,2029-07-18,NNN
HRE-1194-P3-L8,HRE-1194-P3,Kaufman-Rogers,170,2479,3.85,114529,0.03,2024-07-24,2028-08-22,NNN
HRE-1194-P4-L1,HRE-1194-P4,Gutierrez-Murphy,100,3613,2.61,113159,0.02,2024-07-24,2030-04-14,NNN
HRE-1194-P4-L2,HRE-1194-P4,Adams-Dalton,110,3415,2.22,90975,0.0,2024-07-24,2030-01-14,NNN
HRE-1194-P4-L3,HRE-1194-P4,Bauer Group,120,3397,3.25,132483,0.025,2024-07-24,2029-01-19,NNN
HRE-1194-P4-L4,HRE-1194-P4,Allen-Ashley,130,3363,3.96,159809,0.025,2024-07-24,2026-07-04,NNN
HRE-1194-P4-L5,HRE-1194-P4,Bass Ltd,140,3290,2.83,111728,0.02,2024-07-24,2029-01-19,NNN
HRE-1194-P4-L6,HRE-1194-P4,"Hughes, Kelly and Wilson",150,4415,2.74,145165,0.0,2024-07-24,2028-01-25,NNN
HRE-1194-P4-L7,HRE-1194-P4,Hobbs-Chambers,160,4422,2.94,156008,0.025,2024-07-24,2030-03-15,NNN
HRE-1194-P5-L1,HRE-1194-P5,"Turner, Chen and Rhodes",100,242,2.16,6272,0.02,2024-07-24,2028-02-24,NNN
HRE-1194-P5-L2,HRE-1194-P5,"Newton, Villarreal and Meyers",110,235,3.17,8939,0.0,2024-07-24,2028-06-23,NNN
HRE-1194-P5-L3,HRE-1194-P5,"Taylor, Aguilar and Pacheco",120,324,3.14,12208,0.025,2024-07-24,2028-03-25,NNN
HRE-1194-P5-L4,HRE-1194-P5,Hester PLC,130,308,2.69,9942,0.03,2024-07-24,2030-09-11,NNN
HRE-1194-P5-L5,HRE-1194-P5,Morgan-Mitchell,140,300,3.85,13860,0.03,2024-07-24,2028-08-22,NNN
HRE-1194-P5-L6,HRE-1194-P5,Dixon Group,150,286,3.13,10742,0.025,2024-07-24,2026-10-02,NNN
HRE-1195-P1-L1,HRE-1195-P1,Beacon Capital OpCo,Entire Facility,0,0.0,1445741,0.02,2023-02-22,2033-12-16,Master Lease
HRE-1196-P1-L1,HRE-1196-P1,Midwest Health Ops OpCo,Entire Facility,0,0.0,778648,0.02,2024-12-19,2035-10-13,Master Lease
HRE-1197-P1-L1,HRE-1197-P1,Ball Ltd,100,3362,2.84,114576,0.03,2024-07-24,2029-11-15,NNN
HRE-1197-P1-L2,HRE-1197-P1,Reid PLC,110,4413,3.13,165752,0.02,2024-07-24,2029-03-20,NNN
HRE-1197-P1-L3,HRE-1197-P1,"Wright, Porter and Evans",120,3803,2.72,124129,0.025,2024-07-24,2027-10-27,NNN
HRE-1197-P1-L4,HRE-1197-P1,Hernandez-Morse,130,4356,2.51,131202,0.0,2024-07-24,2028-10-21,NNN
HRE-1197-P1-L5,HRE-1197-P1,Jennings-White,140,3833,3.71,170645,0.0,2024-07-24,2029-05-19,NNN
HRE-1197-P1-L6,HRE-1197-P1,"Villarreal, Myers and Marshall",150,3334,2.37,94818,0.0,2024-07-24,2030-03-15,NNN
HRE-1198-P1-L1,HRE-1198-P1,Velazquez-Perez,100,7070,2.23,189193,0.0,2024-07-24,2026-12-31,NNN
HRE-1198-P1-L2,HRE-1198-P1,"Lee, Palmer and Pierce",110,8065,2.78,269048,0.03,2024-07-24,2029-07-18,NNN
HRE-1198-P1-L3,HRE-1198-P1,"Franklin, Wiggins and Miranda",120,7508,2.13,191904,0.03,2024-07-24,2030-07-13,NNN
HRE-1198-P1-L4,HRE-1198-P1,"Castaneda, Blake and Larson",130,7193,2.47,213200,0.02,2024-07-24,2028-11-20,NNN
HRE-1198-P1-L5,HRE-1198-P1,"Church, Watson and Chambers",140,9195,3.81,420395,0.0,2024-07-24,2028-04-24,NNN
HRE-1198-P1-L6,HRE-1198-P1,"Summers, Williams and Pugh",150,7349,3.53,311303,0.025,2024-07-24,2026-06-04,NNN
HRE-1199-P1-L1,HRE-1199-P1,Pierce PLC,100,14546,2.16,377032,0.03,2024-07-24,2026-12-31,NNN
HRE-1199-P1-L2,HRE-1199-P1,Roberts-Clark,110,15837,3.24,615742,0.0,2024-07-24,2027-11-26,NNN
HRE-1199-P1-L3,HRE-1199-P1,Hodges LLC,120,13909,3.94,657617,0.025,2024-07-24,2028-04-24,NNN
